,from,to,from_xy,to_xy,walking,driving,lat,long
391,16,7,"(11.25564, 43.76968)","(11.255705099999998, 43.772806)",335.2,130.7,43.76968,11.25564
392,16,8,"(11.25564, 43.76968)","(11.2531435, 43.767925)",281.8,420.6,43.76968,11.25564
393,16,9,"(11.25564, 43.76968)","(11.2541477, 43.7681911)",231.3,409.6,43.76968,11.25564
394,16,10,"(11.25564, 43.76968)","(11.250670199999998, 43.767161200000004)",481,551.3,43.76968,11.25564
395,16,11,"(11.25564, 43.76968)","(11.2554649, 43.7730912)",812.4,130.7,43.76968,11.25564
396,16,12,"(11.25564, 43.76968)","(11.24938, 43.77463)",745.5,608.6,43.76968,11.25564
397,16,13,"(11.25564, 43.76968)","(11.26282, 43.76298)",873.9,663.6,43.76968,11.25564
398,16,14,"(11.25564, 43.76968)","(11.25433, 43.77003)",164.9,50.3,43.76968,11.25564
399,16,15,"(11.25564, 43.76968)","(11.255230000000001, 43.77313)",812.4,130.7,43.76968,11.25564
400,16,17,"(11.25564, 43.76968)","(11.248335, 43.762288)",1080.6,825,43.76968,11.25564
401,16,18,"(11.25564, 43.76968)","(11.264966000000001, 43.762705)",1130.9,647.1,43.76968,11.25564
402,16,19,"(11.25564, 43.76968)","(11.255056, 43.773106)",374,130.7,43.76968,11.25564
403,16,20,"(11.25564, 43.76968)","(11.256192, 43.769292)",17.6,245.1,43.76968,11.25564
404,16,21,"(11.25564, 43.76968)","(11.251878999999999, 43.777276)",818.1,462.3,43.76968,11.25564
405,16,22,"(11.25564, 43.76968)","(11.258814, 43.776761)",879.9,387.8,43.76968,11.25564
406,16,23,"(11.25564, 43.76968)","(11.264658, 43.77151)",622.7,278.6,43.76968,11.25564
407,16,-1,"(11.25564, 43.76968)","(11.247123, 43.772557)",756.3,647.3,43.76968,11.25564
408,17,0,"(11.248335, 43.762288)","(11.255693199999998, 43.772858299999996)",1265.7,1068.3,43.762288,11.248335
409,17,1,"(11.248335, 43.762288)","(11.2564189, 43.771534100000004)",1213.2,1110.6,43.762288,11.248335
410,17,2,"(11.248335, 43.762288)","(11.250781, 43.7700828)",862.1,958.5,43.762288,11.248335
411,17,3,"(11.248335, 43.762288)","(11.2534118, 43.7769185)",1593.9,1087.7,43.762288,11.248335
412,17,4,"(11.248335, 43.762288)","(11.255579699999998, 43.763469)",893.2,733.2,43.762288,11.248335
413,17,5,"(11.248335, 43.762288)","(11.2553108, 43.7677856)",964.3,850.7,43.762288,11.248335
414,17,6,"(11.248335, 43.762288)","(11.255431699999999, 43.7708275)",1109,1107.2,43.762288,11.248335
415,17,7,"(11.248335, 43.762288)","(11.255705099999998, 43.772806)",1265.7,1068.3,43.762288,11.248335
416,17,8,"(11.248335, 43.762288)","(11.2531435, 43.767925)",798.8,880.6,43.762288,11.248335
417,17,9,"(11.248335, 43.762288)","(11.2541477, 43.7681911)",887,869.6,43.762288,11.248335
418,17,10,"(11.248335, 43.762288)","(11.250670199999998, 43.767161200000004)",682.7,659.1,43.762288,11.248335
419,17,11,"(11.248335, 43.762288)","(11.2554649, 43.7730912)",1651.8,1068.3,43.762288,11.248335
420,17,12,"(11.248335, 43.762288)","(11.24938, 43.77463)",1345.2,1198.5,43.762288,11.248335
421,17,13,"(11.248335, 43.762288)","(11.26282, 43.76298)",1393.2,546.1,43.762288,11.248335
422,17,14,"(11.248335, 43.762288)","(11.25433, 43.77003)",985.2,1100.7,43.762288,11.248335
423,17,15,"(11.248335, 43.762288)","(11.255230000000001, 43.77313)",1651.8,1068.3,43.762288,11.248335
424,17,16,"(11.248335, 43.762288)","(11.25564, 43.76968)",1080.6,1082.1,43.762288,11.248335
425,17,18,"(11.248335, 43.762288)","(11.264966000000001, 43.762705)",1650.2,493.2,43.762288,11.248335
426,17,19,"(11.248335, 43.762288)","(11.255056, 43.773106)",1272.8,1068.3,43.762288,11.248335
427,17,20,"(11.248335, 43.762288)","(11.256192, 43.769292)",1063,1036.3,43.762288,11.248335
428,17,21,"(11.248335, 43.762288)","(11.251878999999999, 43.777276)",1543.3,1118.4,43.762288,11.248335
429,17,22,"(11.248335, 43.762288)","(11.258814, 43.776761)",1824.3,1043.9,43.762288,11.248335
430,17,23,"(11.248335, 43.762288)","(11.264658, 43.77151)",1676.3,934.7,43.762288,11.248335
431,17,-1,"(11.248335, 43.762288)","(11.247123, 43.772557)",1126,1013,43.762288,11.248335
432,18,0,"(11.264966000000001, 43.762705)","(11.255693199999998, 43.772858299999996)",1430.8,831.3,43.762705,11.264966000000001
433,18,1,"(11.264966000000001, 43.762705)","(11.2564189, 43.771534100000004)",1308.9,734.5,43.762705,11.264966000000001
434,18,2,"(11.264966000000001, 43.762705)","(11.250781, 43.7700828)",1334.8,1090.6,43.762705,11.264966000000001
435,18,3,"(11.264966000000001, 43.762705)","(11.2534118, 43.7769185)",1932.6,711.6,43.762705,11.264966000000001
436,18,4,"(11.264966000000001, 43.762705)","(11.255579699999998, 43.763469)",862.6,451.6,43.762705,11.264966000000001
437,18,5,"(11.264966000000001, 43.762705)","(11.2553108, 43.7677856)",1022.7,474.6,43.762705,11.264966000000001
438,18,6,"(11.264966000000001, 43.762705)","(11.255431699999999, 43.7708275)",1274.1,731.1,43.762705,11.264966000000001
439,18,7,"(11.264966000000001, 43.762705)","(11.255705099999998, 43.772806)",1430.8,831.3,43.762705,11.264966000000001
440,18,8,"(11.264966000000001, 43.762705)","(11.2531435, 43.767925)",1058.3,504.5,43.762705,11.264966000000001
441,18,9,"(11.264966000000001, 43.762705)","(11.2541477, 43.7681911)",1091.2,493.5,43.762705,11.264966000000001
442,18,10,"(11.264966000000001, 43.762705)","(11.250670199999998, 43.767161200000004)",1158.1,791.2,43.762705,11.264966000000001
443,18,11,"(11.264966000000001, 43.762705)","(11.2554649, 43.7730912)",1779.1,831.3,43.762705,11.264966000000001
444,18,12,"(11.264966000000001, 43.762705)","(11.24938, 43.77463)",1793.1,888.6,43.762705,11.264966000000001
445,18,13,"(11.264966000000001, 43.762705)","(11.26282, 43.76298)",266.9,170.4,43.762705,11.264966000000001
446,18,14,"(11.264966000000001, 43.762705)","(11.25433, 43.77003)",1228.8,724.6,43.762705,11.264966000000001
447,18,15,"(11.264966000000001, 43.762705)","(11.255230000000001, 43.77313)",1779.1,831.3,43.762705,11.264966000000001
448,18,16,"(11.264966000000001, 43.762705)","(11.25564, 43.76968)",1130.9,706,43.762705,11.264966000000001
449,18,17,"(11.264966000000001, 43.762705)","(11.248335, 43.762288)",1650.2,475.6,43.762705,11.264966000000001
450,18,19,"(11.264966000000001, 43.762705)","(11.255056, 43.773106)",1437.9,831.3,43.762705,11.264966000000001
451,18,20,"(11.264966000000001, 43.762705)","(11.256192, 43.769292)",1113.3,660.2,43.762705,11.264966000000001
452,18,21,"(11.264966000000001, 43.762705)","(11.251878999999999, 43.777276)",1882,742.3,43.762705,11.264966000000001
453,18,22,"(11.264966000000001, 43.762705)","(11.258814, 43.776761)",1842.2,667.8,43.762705,11.264966000000001
454,18,23,"(11.264966000000001, 43.762705)","(11.264658, 43.77151)",1331.3,558.6,43.762705,11.264966000000001
455,18,-1,"(11.264966000000001, 43.762705)","(11.247123, 43.772557)",1684.7,1145.1,43.762705,11.264966000000001
456,19,0,"(11.255056, 43.773106)","(11.255693199999998, 43.772858299999996)",118.5,0,43.773106,11.255056
457,19,1,"(11.255056, 43.773106)","(11.2564189, 43.771534100000004)",180.9,291.1,43.773106,11.255056
458,19,2,"(11.255056, 43.773106)","(11.250781, 43.7700828)",474.7,589.8,43.773106,11.255056
459,19,3,"(11.255056, 43.773106)","(11.2534118, 43.7769185)",644.3,345.4,43.773106,11.255056
460,19,4,"(11.255056, 43.773106)","(11.255579699999998, 43.763469)",933.4,814.7,43.773106,11.255056
461,19,5,"(11.255056, 43.773106)","(11.2553108, 43.7677856)",456.1,439.8,43.773106,11.255056
462,19,6,"(11.255056, 43.773106)","(11.255431699999999, 43.7708275)",178.4,98.2,43.773106,11.255056
463,19,7,"(11.255056, 43.773106)","(11.255705099999998, 43.772806)",118.5,0,43.773106,11.255056
464,19,8,"(11.255056, 43.773106)","(11.2531435, 43.767925)",474,469.7,43.773106,11.255056
465,19,9,"(11.255056, 43.773106)","(11.2541477, 43.7681911)",473,458.7,43.773106,11.255056
466,19,10,"(11.255056, 43.773106)","(11.250670199999998, 43.767161200000004)",673.2,657.5,43.773106,11.255056
467,19,11,"(11.255056, 43.773106)","(11.2554649, 43.7730912)",702.2,0,43.773106,11.255056
468,19,12,"(11.255056, 43.773106)","(11.24938, 43.77463)",526.5,522.4,43.773106,11.255056
469,19,13,"(11.255056, 43.773106)","(11.26282, 43.76298)",1180.9,712.7,43.773106,11.255056
470,19,14,"(11.255056, 43.773106)","(11.25433, 43.77003)",287.6,156.5,43.773106,11.255056
471,19,15,"(11.255056, 43.773106)","(11.255230000000001, 43.77313)",702.2,0,43.773106,11.255056
472,19,16,"(11.255056, 43.773106)","(11.25564, 43.76968)",374,130.7,43.773106,11.255056
473,19,17,"(11.255056, 43.773106)","(11.248335, 43.762288)",1272.8,931.2,43.773106,11.255056
474,19,18,"(11.255056, 43.773106)","(11.264966000000001, 43.762705)",1437.9,696.2,43.773106,11.255056
475,19,20,"(11.255056, 43.773106)","(11.256192, 43.769292)",356.4,294.2,43.773106,11.255056
476,19,21,"(11.255056, 43.773106)","(11.251878999999999, 43.777276)",593.7,376.1,43.773106,11.255056
477,19,22,"(11.255056, 43.773106)","(11.258814, 43.776761)",787.6,301.6,43.773106,11.255056
478,19,23,"(11.255056, 43.773106)","(11.264658, 43.77151)",646.9,327.7,43.773106,11.255056
479,19,-1,"(11.255056, 43.773106)","(11.247123, 43.772557)",640.4,753.5,43.773106,11.255056
480,20,0,"(11.256192, 43.769292)","(11.255693199999998, 43.772858299999996)",349.3,435.3,43.769292,11.256192
481,20,1,"(11.256192, 43.769292)","(11.2564189, 43.771534100000004)",236.4,418.2,43.769292,11.256192
482,20,2,"(11.256192, 43.769292)","(11.250781, 43.7700828)",353,629,43.769292,11.256192
483,20,3,"(11.256192, 43.769292)","(11.2534118, 43.7769185)",851.1,395.3,43.769292,11.256192
484,20,4,"(11.256192, 43.769292)","(11.255579699999998, 43.763469)",723.6,626.6,43.769292,11.256192
485,20,5,"(11.256192, 43.769292)","(11.2553108, 43.7677856)",136.4,145.6,43.769292,11.256192
486,20,6,"(11.256192, 43.769292)","(11.255431699999999, 43.7708275)",192.6,353.7,43.769292,11.256192
487,20,7,"(11.256192, 43.769292)","(11.255705099999998, 43.772806)",349.3,435.3,43.769292,11.256192
488,20,8,"(11.256192, 43.769292)","(11.2531435, 43.767925)",264.2,175.5,43.769292,11.256192
489,20,9,"(11.256192, 43.769292)","(11.2541477, 43.7681911)",213.7,164.5,43.769292,11.256192
490,20,10,"(11.256192, 43.769292)","(11.250670199999998, 43.767161200000004)",463.4,373.8,43.769292,11.256192
491,20,11,"(11.256192, 43.769292)","(11.2554649, 43.7730912)",830,435.3,43.769292,11.256192
492,20,12,"(11.256192, 43.769292)","(11.24938, 43.77463)",727.9,572.3,43.769292,11.256192
493,20,13,"(11.256192, 43.769292)","(11.26282, 43.76298)",856.3,524.6,43.769292,11.256192
494,20,14,"(11.256192, 43.769292)","(11.25433, 43.77003)",147.3,347.2,43.769292,11.256192
495,20,15,"(11.256192, 43.769292)","(11.255230000000001, 43.77313)",830,435.3,43.769292,11.256192
496,20,16,"(11.256192, 43.769292)","(11.25564, 43.76968)",17.6,328.6,43.769292,11.256192
497,20,17,"(11.256192, 43.769292)","(11.248335, 43.762288)",1063,741.8,43.769292,11.256192
498,20,18,"(11.256192, 43.769292)","(11.264966000000001, 43.762705)",1113.3,508.1,43.769292,11.256192
499,20,19,"(11.256192, 43.769292)","(11.255056, 43.773106)",356.4,435.3,43.769292,11.256192
500,20,21,"(11.256192, 43.769292)","(11.251878999999999, 43.777276)",800.5,426,43.769292,11.256192
501,20,22,"(11.256192, 43.769292)","(11.258814, 43.776761)",897.5,351.5,43.769292,11.256192
502,20,23,"(11.256192, 43.769292)","(11.264658, 43.77151)",640.3,242.3,43.769292,11.256192
503,20,-1,"(11.256192, 43.769292)","(11.247123, 43.772557)",738.7,683.5,43.769292,11.256192
504,21,0,"(11.251878999999999, 43.777276)","(11.255693199999998, 43.772858299999996)",586.6,465.4,43.777276,11.251878999999999
505,21,1,"(11.251878999999999, 43.777276)","(11.2564189, 43.771534100000004)",649,705.4,43.777276,11.251878999999999
506,21,2,"(11.251878999999999, 43.777276)","(11.250781, 43.7700828)",681.2,512.3,43.777276,11.251878999999999
507,21,3,"(11.251878999999999, 43.777276)","(11.2534118, 43.7769185)",116.7,722,43.777276,11.251878999999999
508,21,4,"(11.251878999999999, 43.777276)","(11.255579699999998, 43.763469)",1299,1160.6,43.777276,11.251878999999999
509,21,5,"(11.251878999999999, 43.777276)","(11.2553108, 43.7677856)",900.2,942.3,43.777276,11.251878999999999
510,21,6,"(11.251878999999999, 43.777276)","(11.255431699999999, 43.7708275)",642.8,519.9,43.777276,11.251878999999999
511,21,7,"(11.251878999999999, 43.777276)","(11.255705099999998, 43.772806)",586.6,465.4,43.777276,11.251878999999999
512,21,8,"(11.251878999999999, 43.777276)","(11.2531435, 43.767925)",839.6,972.2,43.777276,11.251878999999999
513,21,9,"(11.251878999999999, 43.777276)","(11.2541477, 43.7681911)",838.6,961.2,43.777276,11.251878999999999
514,21,10,"(11.251878999999999, 43.777276)","(11.250670199999998, 43.767161200000004)",942.4,580,43.777276,11.251878999999999
515,21,11,"(11.251878999999999, 43.777276)","(11.2554649, 43.7730912)",407.5,465.4,43.777276,11.251878999999999
516,21,12,"(11.251878999999999, 43.777276)","(11.24938, 43.77463)",280.3,146.3,43.777276,11.251878999999999
517,21,13,"(11.251878999999999, 43.777276)","(11.26282, 43.76298)",1625,1234.1,43.777276,11.251878999999999
518,21,14,"(11.251878999999999, 43.777276)","(11.25433, 43.77003)",653.2,578.2,43.777276,11.251878999999999
519,21,15,"(11.251878999999999, 43.777276)","(11.255230000000001, 43.77313)",407.5,465.4,43.777276,11.251878999999999
520,21,16,"(11.251878999999999, 43.777276)","(11.25564, 43.76968)",818.1,552.4,43.777276,11.251878999999999
521,21,17,"(11.251878999999999, 43.777276)","(11.248335, 43.762288)",1543.3,853.7,43.777276,11.251878999999999
522,21,18,"(11.251878999999999, 43.777276)","(11.264966000000001, 43.762705)",1882,1042.1,43.777276,11.251878999999999
523,21,19,"(11.251878999999999, 43.777276)","(11.255056, 43.773106)",593.7,465.4,43.777276,11.251878999999999
524,21,20,"(11.251878999999999, 43.777276)","(11.256192, 43.769292)",800.5,715.9,43.777276,11.251878999999999
525,21,22,"(11.251878999999999, 43.777276)","(11.258814, 43.776761)",477.6,629.4,43.777276,11.251878999999999
526,21,23,"(11.251878999999999, 43.777276)","(11.264658, 43.77151)",906.9,837.6,43.777276,11.251878999999999
527,21,-1,"(11.251878999999999, 43.777276)","(11.247123, 43.772557)",674.8,676,43.777276,11.251878999999999
528,22,0,"(11.258814, 43.776761)","(11.255693199999998, 43.772858299999996)",702.8,531.6,43.776761,11.258814
529,22,1,"(11.258814, 43.776761)","(11.2564189, 43.771534100000004)",717.5,434.8,43.776761,11.258814
530,22,2,"(11.258814, 43.776761)","(11.250781, 43.7700828)",962.2,876,43.776761,11.258814
531,22,3,"(11.258814, 43.776761)","(11.2534118, 43.7769185)",408.1,333,43.776761,11.258814
532,22,4,"(11.258814, 43.776761)","(11.255579699999998, 43.763469)",1580,770.2,43.776761,11.258814
533,22,5,"(11.258814, 43.776761)","(11.2553108, 43.7677856)",1033.9,551.9,43.776761,11.258814
534,22,6,"(11.258814, 43.776761)","(11.255431699999999, 43.7708275)",819.2,469.6,43.776761,11.258814
535,22,7,"(11.258814, 43.776761)","(11.255705099999998, 43.772806)",702.8,531.6,43.776761,11.258814
536,22,8,"(11.258814, 43.776761)","(11.2531435, 43.767925)",1120.6,581.8,43.776761,11.258814
537,22,9,"(11.258814, 43.776761)","(11.2541477, 43.7681911)",1109.9,570.8,43.776761,11.258814
538,22,10,"(11.258814, 43.776761)","(11.250670199999998, 43.767161200000004)",1223.4,780.1,43.776761,11.258814
539,22,11,"(11.258814, 43.776761)","(11.2554649, 43.7730912)",366.1,531.6,43.776761,11.258814
540,22,12,"(11.258814, 43.776761)","(11.24938, 43.77463)",669.8,510,43.776761,11.258814
541,22,13,"(11.258814, 43.776761)","(11.26282, 43.76298)",1585.2,668.2,43.776761,11.258814
542,22,14,"(11.258814, 43.776761)","(11.25433, 43.77003)",934.2,463.1,43.776761,11.258814
543,22,15,"(11.258814, 43.776761)","(11.255230000000001, 43.77313)",366.1,531.6,43.776761,11.258814
544,22,16,"(11.258814, 43.776761)","(11.25564, 43.76968)",879.9,444.5,43.776761,11.258814
545,22,17,"(11.258814, 43.776761)","(11.248335, 43.762288)",1824.3,1074.4,43.776761,11.258814
546,22,18,"(11.258814, 43.776761)","(11.264966000000001, 43.762705)",1842.2,651.7,43.776761,11.258814
547,22,19,"(11.258814, 43.776761)","(11.255056, 43.773106)",787.6,531.6,43.776761,11.258814
548,22,20,"(11.258814, 43.776761)","(11.256192, 43.769292)",897.5,398.7,43.776761,11.258814
549,22,21,"(11.258814, 43.776761)","(11.251878999999999, 43.777276)",477.6,363.7,43.776761,11.258814
550,22,23,"(11.258814, 43.776761)","(11.264658, 43.77151)",714,208.2,43.776761,11.258814
551,22,-1,"(11.258814, 43.776761)","(11.247123, 43.772557)",955.8,1039.7,43.776761,11.258814
552,23,0,"(11.264658, 43.77151)","(11.255693199999998, 43.772858299999996)",577,641,43.77151,11.264658
553,23,1,"(11.264658, 43.77151)","(11.2564189, 43.771534100000004)",477,544.2,43.77151,11.264658
554,23,2,"(11.264658, 43.77151)","(11.250781, 43.7700828)",890.3,888,43.77151,11.264658
555,23,3,"(11.264658, 43.77151)","(11.2534118, 43.7769185)",908.9,521.3,43.77151,11.264658
556,23,4,"(11.264658, 43.77151)","(11.255579699999998, 43.763469)",1096.4,622.9,43.77151,11.264658
557,23,5,"(11.264658, 43.77151)","(11.2553108, 43.7677856)",761.9,404.6,43.77151,11.264658
558,23,6,"(11.264658, 43.77151)","(11.255431699999999, 43.7708275)",568.1,540.8,43.77151,11.264658
559,23,7,"(11.264658, 43.77151)","(11.255705099999998, 43.772806)",577,641,43.77151,11.264658
560,23,8,"(11.264658, 43.77151)","(11.2531435, 43.767925)",877.5,434.5,43.77151,11.264658
561,23,9,"(11.264658, 43.77151)","(11.2541477, 43.7681911)",830.4,423.5,43.77151,11.264658
562,23,10,"(11.264658, 43.77151)","(11.250670199999998, 43.767161200000004)",1076.7,632.8,43.77151,11.264658
563,23,11,"(11.264658, 43.77151)","(11.2554649, 43.7730912)",693,641,43.77151,11.264658
564,23,12,"(11.264658, 43.77151)","(11.24938, 43.77463)",1004.5,698.3,43.77151,11.264658
565,23,13,"(11.264658, 43.77151)","(11.26282, 43.76298)",1074.3,520.9,43.77151,11.264658
566,23,14,"(11.264658, 43.77151)","(11.25433, 43.77003)",691.1,534.3,43.77151,11.264658
567,23,15,"(11.264658, 43.77151)","(11.255230000000001, 43.77313)",693,641,43.77151,11.264658
568,23,16,"(11.264658, 43.77151)","(11.25564, 43.76968)",622.7,515.7,43.77151,11.264658
569,23,17,"(11.264658, 43.77151)","(11.248335, 43.762288)",1676.3,927.1,43.77151,11.264658
570,23,18,"(11.264658, 43.77151)","(11.264966000000001, 43.762705)",1331.3,504.4,43.77151,11.264658
571,23,19,"(11.264658, 43.77151)","(11.255056, 43.773106)",646.9,641,43.77151,11.264658
572,23,20,"(11.264658, 43.77151)","(11.256192, 43.769292)",640.3,469.9,43.77151,11.264658
573,23,21,"(11.264658, 43.77151)","(11.251878999999999, 43.777276)",906.9,552,43.77151,11.264658
574,23,22,"(11.264658, 43.77151)","(11.258814, 43.776761)",714,477.5,43.77151,11.264658
575,23,-1,"(11.264658, 43.77151)","(11.247123, 43.772557)",1077.6,942.5,43.77151,11.264658
576,-1,0,"(11.247123, 43.772557)","(11.255693199999998, 43.772858299999996)",633.3,533.5,43.772557,11.247123
577,-1,1,"(11.247123, 43.772557)","(11.2564189, 43.771534100000004)",600.6,773.5,43.772557,11.247123
578,-1,2,"(11.247123, 43.772557)","(11.250781, 43.7700828)",414.2,382.7,43.772557,11.247123
579,-1,3,"(11.247123, 43.772557)","(11.2534118, 43.7769185)",725.4,904.4,43.772557,11.247123
580,-1,4,"(11.247123, 43.772557)","(11.255579699999998, 43.763469)",1085.8,1291.6,43.772557,11.247123
581,-1,5,"(11.247123, 43.772557)","(11.2553108, 43.7677856)",699.3,1124.7,43.772557,11.247123
582,-1,6,"(11.247123, 43.772557)","(11.255431699999999, 43.7708275)",591.6,588,43.772557,11.247123
583,-1,7,"(11.247123, 43.772557)","(11.255705099999998, 43.772806)",633.3,533.5,43.772557,11.247123
584,-1,8,"(11.247123, 43.772557)","(11.2531435, 43.767925)",626.4,1154.6,43.772557,11.247123
585,-1,9,"(11.247123, 43.772557)","(11.2541477, 43.7681911)",625.4,1143.6,43.772557,11.247123
586,-1,10,"(11.247123, 43.772557)","(11.250670199999998, 43.767161200000004)",611,450.4,43.772557,11.247123
587,-1,11,"(11.247123, 43.772557)","(11.2554649, 43.7730912)",783.3,533.5,43.772557,11.247123
588,-1,12,"(11.247123, 43.772557)","(11.24938, 43.77463)",466,604,43.772557,11.247123
589,-1,13,"(11.247123, 43.772557)","(11.26282, 43.76298)",1427.7,1104.5,43.772557,11.247123
590,-1,14,"(11.247123, 43.772557)","(11.25433, 43.77003)",595.9,646.3,43.772557,11.247123
591,-1,15,"(11.247123, 43.772557)","(11.255230000000001, 43.77313)",783.3,533.5,43.772557,11.247123
592,-1,16,"(11.247123, 43.772557)","(11.25564, 43.76968)",756.3,620.5,43.772557,11.247123
593,-1,17,"(11.247123, 43.772557)","(11.248335, 43.762288)",1126,724.1,43.772557,11.247123
594,-1,18,"(11.247123, 43.772557)","(11.264966000000001, 43.762705)",1684.7,1051.6,43.772557,11.247123
595,-1,19,"(11.247123, 43.772557)","(11.255056, 43.773106)",640.4,533.5,43.772557,11.247123
596,-1,20,"(11.247123, 43.772557)","(11.256192, 43.769292)",738.7,784,43.772557,11.247123
597,-1,21,"(11.247123, 43.772557)","(11.251878999999999, 43.777276)",674.8,583.2,43.772557,11.247123
598,-1,22,"(11.247123, 43.772557)","(11.258814, 43.776761)",955.8,863,43.772557,11.247123
599,-1,23,"(11.247123, 43.772557)","(11.264658, 43.77151)",1077.6,817.5,43.772557,11.247123
